,product_name,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,calcium_100g,iron_100g,nutrition-score-fr_100g,nutrition-score-uk_100g
145053,"healthee, oranic turmeric drink",6.276057504970836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145063,pure almondmilk blend,24.110733835537836,0.012190410607768994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145069,unsweetened black & white cold brew coffee with almond milk,22.451723811411036,0.012190410607768288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145070,unsweetened black & white cold brew coffee with almond milk,22.451723811411036,0.012190410607768591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145073,"califia, cold brew all black coffee",10.205901688142003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145074,"califia, cold brew black coffee, black mocha",20.122328495230843,0.0,0.0,0.0,0.0,1.025766768927514,0.5297496133430901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145224,organic fresh frozen herbs basil leaves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145225,organic fresh frozen herbs italian herb mix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145275,diced tomatoes in tomato juice,24.110733835537836,0.0,0.0,0.0,0.0,1.1208804219517077,0.5870736073344917,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
145304,"made with, classic yellow mustard",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3645246292133014,0.0,0.0,0.0,10.0,10.0
145305,"made-with, dijon mustard",0.0,0.0,0.0,0.0,0.0,1.8651406065720677,0.0,0.0,0.0,0.37302999232604156,0.07670643762667595,0.0,0.0,10.0,10.0
145306,"made with, stoneground mustard",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3645246292133014,0.0,0.0,0.0,10.0,10.0
145308,"made-with, mustard, horseradish",0.0,0.0,0.0,0.0,0.0,1.8651406065720677,0.7155622324518738,0.0,0.0,0.37302999232604156,0.07670643762667595,0.0,0.0,14.0,14.0
145323,classic tomato sauce,26.22505391408309,0.0,0.0,0.0,0.0,1.205695928590789,0.5784839776842223,0.22078217802710345,0.0,0.0,0.0,0.0,0.0,1.0,1.0
145324,organic diced tomatoes,24.110733835537836,0.0,0.0,0.0,0.0,1.12677145253246,0.521002818939498,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
145325,diced tomatoes,24.110733835537836,0.0,0.0,0.0,0.0,1.12677145253246,0.521002818939498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
145420,tomatoes pomodori,23.381815256781973,0.0,0.0,0.0,0.0,1.0965251428330418,0.5784839776842223,0.22078217802710345,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
145501,"la sabrosita, chile pulla",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145693,organic diced tomatoes in tomato juice,22.451723811411036,0.0,0.0,0.0,0.0,1.0773745118329554,0.49731087519085926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145706,organic free- range chicken broth,4.230246161242111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
145707,free-range chicken broth,4.230246161242111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145708,organic vegetable broth,10.205901688142003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
145712,sparkling italian mineral water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145731,organic cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145746,organic unfiltered apple cider vinegar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145748,all natural coconut water,24.110733835537836,0.0,0.0,0.0,0.0,1.3198329437357363,0.6376052127046327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
145779,organic vegetable broth,10.205901688142003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145782,organic diced tomatoes,22.451723811411036,0.0,0.0,0.0,0.0,1.0773745118329554,0.49731087519085926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145783,organic diced tomatoes,22.451723811411036,0.0,0.0,0.0,0.0,1.0773745118329554,0.49731087519085926,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
145810,organic original almond milk,20.915285161634436,0.01219041057054495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146018,"goodness, balsamic dressing",20.915285161634436,0.0,0.0,0.0,0.0,1.3912962606905042,0.6738430046219005,0.0,0.0,0.2948500523024322,0.0,0.0,0.0,8.0,8.0
146019,"goodness, low sodium broth, chicken",19.311056176056795,0.0,0.0,0.0,0.0,0.6469493367938715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146020,"goodness, low sodium beef broth, beef",12.418316378495678,0.0,0.0,0.0,0.0,0.2147475509596464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146199,fish sauce,0.0,0.0,0.0,0.0,0.0,1.3912962606905042,0.0,0.0,0.15521162242528433,0.4049084200910302,0.2112107875420091,0.0,0.0,6.0,6.0
146209,bamboo shoot,15.615294497768796,0.0,0.0,0.0,0.0,0.6935146161743913,0.0,0.0,0.0,0.3809997970134597,0.13346104405640413,0.0,0.0,10.0,10.0
146210,bamboo shoot (strip) with bai yanang (tiliacora triandra) and chili,19.311056176056795,0.0,0.0,0.0,0.0,0.3606904966442078,0.0,0.0,0.14224247900849313,0.3863759293478358,0.1633064628009065,0.0,0.0,10.0,10.0
146417,"howie's, farmhouse pickles",17.409850558540654,0.0,0.0,0.0,0.0,1.2629200831553242,0.5348968932603456,0.25905588064123103,0.0,0.3189225993799308,0.0,0.0,0.0,5.0,5.0
146424,spicy pickled eggs,14.673447049360783,0.0,0.0,0.0,0.0,0.09375591064724495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146492,mediterranean sea salt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40508774908223066,0.21121765622303768,0.0,0.0,10.0,10.0
146493,mediterranean sea salt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40508774908223066,0.21121765622303768,0.0,0.0,10.0,10.0
146540,"natural sports drink, fruit punch",15.615294497768796,0.0,0.0,0.0,0.0,0.7939285406756392,0.466806072299054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146627,fresh salsa,21.691338718414656,0.0,0.0,0.0,0.0,1.4262001499537602,0.60092846852956,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
146628,fresh salsa,21.691338718414656,0.0,0.0,0.0,0.0,1.4262001499537602,0.60092846852956,0.0,0.0,0.15927432370508063,0.0,0.0,0.0,5.0,5.0
146630,salsa verde,21.691338718414656,0.0,0.0,0.0,0.0,2.051461762425328,0.6994681890510214,0.2664313388382744,0.15521189260292959,0.31190739749094226,0.0,0.0,0.0,0.0,0.0
146680,"walker & sons, slap ya mama seasoned cajun fish fry",0.0,0.0,0.0,0.0,0.0,2.3029066227829063,0.0,0.0,0.0,0.4037697422694912,0.2109196050922905,0.0,0.0,10.0,10.0
146734,french onion seasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40497525701165416,0.21121474493411235,0.0,0.0,10.0,10.0
146916,"superfood juice blend, strawberry, lemon, acai berry",25.53164104209221,0.0,0.0,0.0,0.0,1.4455572297820547,0.3494468634743294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146917,"superfood juice blend, pineapple, coconut, acai berry",22.451723811411036,0.0,0.0,0.0,0.0,1.4455572297820547,0.43490652792443213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146929,triple washed green leaf,21.691338718414656,0.0,0.0,0.0,0.0,0.7397073962054344,0.0,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
146933,red romaine,21.691338718414656,0.0,0.0,0.0,0.0,1.0221184730395447,0.14803416720711624,0.25646948293272404,0.10177981417318517,0.0,0.0,0.0,0.0,-3.0,-3.0
146936,organic red butter blend lettuce,16.526307196694944,0.0,0.0,0.0,0.0,0.7397073962054344,0.14803416720711624,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
146937,curly cooking spinach,26.22505391408309,0.0,0.0,0.0,0.0,1.0221184730395447,0.0,0.25646948293272404,0.15458111205447744,0.0,0.0,0.0,0.0,-4.0,-4.0
147161,"cocoade, pure premium coconut water",24.110733835537836,0.0,0.0,0.0,0.0,1.2797051387468452,0.6561617798264151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
147540,himalayan pink rock salt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4050888992181131,0.21121765955691238,0.0022297840863554096,0.0,10.0,10.0
147704,hot sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4015997923660465,0.20930138637856163,0.0,0.0,10.0,10.0
147705,sriracha medium hot sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40240002763360433,0.21005401663872722,0.0,0.0,10.0,10.0
147861,"juice chillers drink from concentrate, strawberry, lemonade",25.53164104209221,0.0,0.0,0.0,0.0,1.24319562363795,0.6495262079275468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
147862,"juice chillers, juice drink from concentrate, tropical punch",25.53164104209221,0.0,0.0,0.0,0.0,1.24319562363795,0.6495262079275468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
147894,sauce dry rub & such,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4049560863685314,0.21121377361981578,0.0,0.0,10.0,10.0
148025,diced tomatoes,24.110733835537836,0.0,0.0,0.0,0.0,1.1208804219517077,0.5187111124174709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148089,hatch green chile,17.409850558540654,0.0,0.0,0.0,0.0,0.821857721362994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148394,seasoned squash onion & dill,26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.14803416720711624,0.13203395991155717,0.15521230035741448,0.0,0.0,0.0,0.0,-6.0,-6.0
148507,kabob griller,26.22505391408309,0.0,0.0,0.0,0.0,1.324466412150733,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
148513,kabob kit,26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
148516,"seasoned quash, onion dill",26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.14803416720711624,0.13203395991155717,0.15458111205447744,0.0,0.0,0.0,0.0,-2.0,-2.0
148517,shanghai stir fry,26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.14803416720711624,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
148518,asian stir fry vegetables,26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
148519,chefs' menu asparagus saute,26.22505391408309,0.0,0.0,0.0,0.0,1.324466412150733,0.5026777163543474,0.13203395991155717,0.15458111205447744,0.0,0.0,0.0,0.0,-2.0,-2.0
148523,"seasoned squash, onion & dill",26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.14803416720711624,0.13203395991155717,0.15458111205447744,0.0,0.0,0.0,0.0,-2.0,-2.0
148526,spinach & mushroom omelette starter,26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.5026777163543474,0.13203395991155717,0.15458111205447744,0.0,0.0,0.0,0.0,-2.0,-2.0
148533,vegetable primavera,26.22505391408309,0.0,0.0,0.0,0.0,1.324466412150733,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
148535,kabob kit,26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
148548,mexican stir fry,26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
148564,asian stir fry,25.53164104209221,0.0,0.0,0.0,0.0,1.1920130010736543,0.5000216453170251,0.13203395991155717,0.09555868027310456,0.0,0.0,0.0,0.0,-1.0,-1.0
148565,thai vegetable blend,26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
148574,grill veggies,25.53164104209221,0.0,0.0,0.0,0.0,1.1791904324256202,0.49171871603492123,0.08012612353151945,0.08848552912877011,0.0,0.0,0.0,0.0,-1.0,-1.0
148578,cut cauliflower,26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.5026777163543474,0.25646948293272404,0.15458111205447744,0.0,0.0,0.0,0.0,-4.0,-4.0
148580,"cut broccoli, carrot & cauliflower mix",0.0,0.0,0.0,0.0,0.0,1.324466412150733,0.5026777163543474,0.25646948293272404,0.15458111205447744,0.0,0.0,0.0,0.0,-4.0,-4.0
148581,zucchini noodles,21.691338718414656,0.0,0.0,0.0,0.0,1.0221184730395447,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
148582,summer squash noodles,21.691338718414656,0.0,0.0,0.0,0.0,1.0221184730395447,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
148583,squash noodle mix,21.691338718414656,0.0,0.0,0.0,0.0,1.0221184730395447,0.5026777163543474,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
148588,veggie kabob pack,26.22505391408309,0.0,0.0,0.0,0.0,1.199529749586032,0.5026777163543474,0.13203395991155717,0.15458111205447744,0.0,0.0,0.0,0.0,-2.0,-2.0
148655,"kalmes famous, deluxe steak seasoning & tenderizer",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40508563667891784,0.21121764850538416,0.0,0.0,10.0,10.0
148656,french green beans,26.22505391408309,0.0,0.0,0.0,0.0,1.324466412150733,0.5026777163543474,0.26401795405235795,0.10177981417318517,0.0,0.0,0.0,0.0,-4.0,-4.0
148730,"sun tropics, coconut water",24.110733835537836,0.0,0.0,0.0,0.0,1.2797051387468452,0.64780822414909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
148883,"good karma, flaxmilk",14.673447049360783,0.011702045415262501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148884,"good karma, smooth & creamy flaxmilk, original",24.110733835537836,0.011702045415262501,0.0,0.0,0.0,0.8953775108326433,0.5606801981972991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148972,nadie nos iguala,24.827092753006916,0.0,0.0,0.0,0.0,1.1523695848037336,0.476660018616222,0.2526200585537787,0.0,0.0,0.0,0.0,0.0,1.0,1.0
148978,salsa verde mexican cooking sauce,23.381815256781973,0.0,0.0,0.0,0.0,1.1118983822045783,0.5139935319406207,0.22078217802710345,0.0,0.2235758174074968,0.0,0.0,0.0,4.0,4.0
148980,mexican cooking sauce,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.521002818939498,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
148981,mexican cooking sauce,23.381815256781973,0.0,0.0,0.0,0.0,1.1118983822045783,0.5139935319406207,0.25646948293272404,0.0,0.1849193786976614,0.0,0.0,0.0,2.0,2.0
149016,whole cooked crawfish,20.915285161634436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15516649176025604,0.0,0.0,0.0,0.0,-2.0,-2.0
149075,red chile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619260154968711,0.0,0.0,0.0,6.0,6.0
149212,russian style marinated cucumber,0.0,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.0,0.0,0.3177571280152909,0.0,0.0,0.0,8.0,8.0
149256,"glaser organic farms, organic dill pickles",18.479839006232243,0.012190395140426595,0.0,0.0,0.0,0.9533919368334515,0.0,0.2663773056897361,0.10177981417318517,0.02733024728121251,0.0,0.0,0.0,-1.0,-1.0
149271,organic chestnuts,20.122328495230843,0.012190410607768994,0.0,0.0,0.0,2.0030039785689056,0.716634146900166,0.26635379523339536,0.15519516152737953,0.0,0.0,0.0,0.0,-3.0,-3.0
149355,e...san marzano italian chopped tomatoes,23.381815256781973,0.0,0.0,0.0,0.0,1.224856184913674,0.5853061524321497,0.22078217802710345,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
149356,italian peeled tomatoes,23.381815256781973,0.0,0.0,0.0,0.0,1.224856184913674,0.5853061524321497,0.22078217802710345,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
149357,italian cherry tomatoes,23.381815256781973,0.0,0.0,0.0,0.0,1.224856184913674,0.5853061524321497,0.22078217802710345,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
149358,italian chopped tomatoes,23.381815256781973,0.0,0.0,0.0,0.0,1.224856184913674,0.5853061524321497,0.22078217802710345,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
149359,italian peeled tomatoes,23.381815256781973,0.0,0.0,0.0,0.0,1.224856184913674,0.5853061524321497,0.22078217802710345,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
149360,chopped tomatoes,23.381815256781973,0.0,0.0,0.0,0.0,1.224856184913674,0.5853061524321497,0.22078217802710345,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
149439,sliced kim chee,23.381815256781973,0.0,0.0,0.0,0.0,1.1011913729107712,0.0,0.24667799903400967,0.0,0.3138126578026761,0.0,0.0,0.0,5.0,5.0
149440,kim chee,23.381815256781973,0.0,0.0,0.0,0.0,1.1011913729107712,0.0,0.24667799903400967,0.0,0.3138126578026761,0.0,0.0,0.0,5.0,5.0
149441,natural gourmet,16.526307196694944,0.0,0.0,0.0,0.0,1.2755719684075773,0.0,0.2547431583999722,0.15510189926050594,0.0,0.0,0.0,0.0,-2.0,-2.0
149442,gourment,16.526307196694944,0.0,0.0,0.0,0.0,1.2755719684075773,0.0,0.2547431583999722,0.15510189926050594,0.0,0.0,0.0,0.0,-2.0,-2.0
149456,hearts of palm,20.915285161634436,0.0,0.0,0.0,0.0,0.6831017233690957,0.0,0.2526200585537787,0.15398659734703393,0.0,0.0,0.0,0.0,-2.0,-2.0
149786,all purpose seasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40507191792864644,0.21121755048357524,0.0,0.0,10.0,10.0
149790,lemongrass ginger kombucha,17.409850558540654,0.0,0.0,0.0,0.0,1.0202838753105057,0.5984522473499027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149791,seasonal kombucha,15.615294497768796,0.0,0.0,0.0,0.0,0.931860616714631,0.5724693286921956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149815,pasta with sweety drop,0.0,0.0,0.0,0.0,0.0,1.8651406065720677,0.7155622324518738,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
149853,dried salted jeprox fish,24.110733835537836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15519669681325218,0.0,0.0,0.0,0.0,1.0,1.0
150004,coconut water,21.691338718414656,0.0,0.0,0.0,0.0,1.1791904324256202,0.6367903008883532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
150005,coconut water,21.691338718414656,0.0,0.0,0.0,0.0,1.1791904324256202,0.6367903008883532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
150141,whole carrots,26.22505391408309,0.0,0.0,0.0,0.0,1.2105664405959236,0.5803998538248059,0.22078217802710345,0.0,0.0,0.0,0.0,0.0,1.0,1.0
150358,"xenergy, performance energy drink, blu pomegranate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150459,crawfish,18.479839006232243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15492128184566406,0.0,0.0,0.0,0.0,-1.0,-1.0
150789,"smoothie drink, apple + zucchini",22.451723811411036,0.0,0.0,0.0,0.0,1.1932748303316383,0.5916058656502666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150790,"smoothie drink, strawberry, red beet",22.451723811411036,0.0,0.0,0.0,0.0,1.1932748303316383,0.5916058656502666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150847,green leaf lettuce,21.691338718414656,0.0,0.0,0.0,0.0,0.7397073962054344,0.14803416720711624,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
150848,red leaf lettuce,21.691338718414656,0.0,0.0,0.0,0.0,0.7397073962054344,0.14803416720711624,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
150992,finely chopped tomatoes,24.827092753006916,0.0,0.0,0.0,0.0,1.2105664405959236,0.5803998538248059,0.22078217802710345,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
150994,chopped tomatoes,24.827092753006916,0.0,0.0,0.0,0.0,1.2105664405959236,0.5803998538248059,0.22078217802710345,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
151073,"juicera, metabolic lemonade",25.53164104209221,0.0,0.0,0.0,0.0,1.2745322089093771,0.6432139369314107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
151075,"juicera, watermelon fresca, watermelon, lemon",25.53164104209221,0.0,0.0,0.0,0.0,1.4204810289972447,0.5254579918831959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151102,mild salsa,21.691338718414656,0.0,0.0,0.0,0.0,1.0293875044328313,0.60092846852956,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
151103,salsa,21.691338718414656,0.0,0.0,0.0,0.0,1.0293875044328313,0.60092846852956,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
151108,"blue moose of boulder, medium salsa",21.691338718414656,0.0,0.0,0.0,0.0,1.0293875044328313,0.60092846852956,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
151229,tomato sauce,26.22505391408309,0.0,0.0,0.0,0.0,1.205695928590789,0.5784839776842223,0.22078217802710345,0.0,0.0,0.0,0.0,0.0,1.0,1.0
151230,no salt added diced tomatoes in tomato juice,24.110733835537836,0.0,0.0,0.0,0.0,1.12677145253246,0.521002818939498,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
151232,organic diced tomatoes in tomato juice,24.110733835537836,0.0,0.0,0.0,0.0,1.12677145253246,0.521002818939498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
151243,cayenne hot sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4033763746837411,0.21072682367568007,0.0,0.0,10.0,10.0
151258,organic cut green beans,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.3679882300248551,0.23007323912135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151267,organic almondmilk,20.915285161634436,0.01219041057054495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151288,"marketplace, baby spinach",26.22505391408309,0.0,0.0,0.0,0.0,1.0221184730395447,0.0,0.25646948293272404,0.15458111205447744,0.0,0.0,0.0,0.0,-4.0,-4.0
151289,organic baby leaf spring mix salad,21.691338718414656,0.0,0.0,0.0,0.0,1.0221184730395447,0.14803416720711624,0.25646948293272404,0.10177981417318517,0.0,0.0,0.0,0.0,-3.0,-3.0
151321,diced tomatoes in tomato juice,24.110733835537836,0.0,0.0,0.0,0.0,1.12677145253246,0.521002818939498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
151324,organic petite diced tomatoes in tomato juice,24.110733835537836,0.0,0.0,0.0,0.0,1.12677145253246,0.521002818939498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
151325,organic baby leaf spring mix salad,21.691338718414656,0.0,0.0,0.0,0.0,1.0221184730395447,0.14803416720711624,0.25646948293272404,0.10177981417318517,0.0,0.0,0.0,0.0,-3.0,-3.0
151379,organic baby spinach,26.22505391408309,0.0,0.0,0.0,0.0,1.0221184730395447,0.0,0.25646948293272404,0.15458111205447744,0.0,0.0,0.0,0.0,-4.0,-4.0
151380,"marketplace, organic baby arugula",26.22505391408309,0.0,0.0,0.0,0.0,1.0221184730395447,0.5026777163543474,0.13203395991155717,0.15458111205447744,0.0,0.0,0.0,0.0,-2.0,-2.0
151477,"coco fresh, 100% natural coconut water",25.53164104209221,0.0,0.0,0.0,0.0,1.2341246448247727,0.6386722432220536,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
151482,"artisan red wine marinara, cajun & creole",24.110733835537836,0.0,0.0,0.0,0.0,1.199529749586032,0.5622373675877687,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
151483,craft bourbon marinara,24.110733835537836,0.0,0.0,0.0,0.0,1.199529749586032,0.5622373675877687,0.13203395991155717,0.10177981417318517,0.0,0.0,0.0,0.0,-1.0,-1.0
151484,gumbo,21.691338718414656,0.0,0.0,0.0,0.0,1.199529749586032,0.5026777163543474,0.13203395991155717,0.0,0.0,0.0,0.0,0.0,1.0,1.0
151525,"coco blast, coconut water",24.110733835537836,0.0,0.0,0.0,0.0,1.2797051387468452,0.64780822414909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
151563,salsa,20.915285161634436,0.0,0.0,0.0,0.0,1.3912962606905042,0.588230930818469,0.2634202349280369,0.0,0.24046966329381525,0.0,0.0,0.0,2.0,2.0
151564,black silk espresso salsa,20.915285161634436,0.0,0.0,0.0,0.0,1.3912962606905042,0.588230930818469,0.2634202349280369,0.0,0.24046966329381525,0.0,0.0,0.0,2.0,2.0
151565,salsa,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.0,0.0,0.13932128065140725,0.0,0.0,0.0,5.0,5.0
151566,ripe tomato salsa,20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.588230930818469,0.2634202349280369,0.15514555950442968,0.21332014723641732,0.0,0.0,0.0,-1.0,-1.0
151597,"vesper bros foods, italian style marinated chester county mushrooms",20.915285161634436,0.0,0.0,0.0,0.0,0.9840351650473652,0.0,0.0,0.15521162242528433,0.3524736741614448,0.0,0.0,0.0,5.0,5.0
151599,"vesper bros foods, tomato sauce",26.22505391408309,0.0,0.0,0.0,0.0,1.1011913729107712,0.5803998538248059,0.22078217802710345,0.14769917846966218,0.0,0.0,0.0,0.0,0.0,0.0
